GMTTime,SPP North,SPP South,AECI,BLKW,EDDY,ERCOTE,ERCOTN,LAM345,MCWEST,MISO,RCEAST,SCSE,SGE,SPA,SPC,TVA
2020-06-09T12:10:00Z,15.29,14.68,15.48,14.63,15.03,15.72,14.67,13.32,14.37,15.50,14.04,13.82,13.89,15.49,15.14,15.55
2020-06-09T12:15:00Z,14.44,13.83,14.60,13.78,14.15,14.78,13.81,12.55,13.55,14.63,13.20,13.01,13.08,14.60,14.30,14.66
2020-06-09T12:20:00Z,15.62,14.83,15.70,14.72,15.12,15.83,14.80,13.48,14.64,15.73,14.23,14.02,14.09,15.67,15.34,15.74
2020-06-09T12:25:00Z,15.03,14.84,15.95,14.60,14.97,16.01,14.78,13.15,-2.34,16.56,6.91,12.17,11.32,15.90,-3.10,16.27
2020-06-09T12:30:00Z,31.61,3.94,30.99,2.54,3.03,18.34,4.75,3.60,-4.55,31.40,11.82,17.88,16.99,25.19,-6.07,28.90
2020-06-09T12:35:00Z,15.17,12.15,16.24,11.63,11.96,14.81,12.16,10.57,-10.17,17.09,3.36,10.71,9.49,15.54,-11.62,16.41
2020-06-09T12:40:00Z,15.75,15.08,16.04,14.84,15.24,16.04,15.02,13.54,9.15,16.31,11.99,13.54,13.30,15.99,9.34,16.18
2020-06-09T12:45:00Z,15.39,14.52,15.40,14.27,14.65,15.42,14.45,13.15,14.47,15.45,14.00,13.65,13.74,15.35,15.08,15.43
2020-06-09T12:50:00Z,15.26,14.50,15.47,14.17,14.52,15.47,14.41,13.03,10.98,15.68,12.45,13.22,13.10,15.42,11.27,15.58
2020-06-09T12:55:00Z,14.74,13.24,14.73,12.91,13.25,14.43,13.18,11.96,14.12,14.78,13.43,12.84,12.95,14.55,14.80,14.71
2020-06-09T13:00:00Z,13.94,12.66,14.92,10.77,11.13,14.90,12.33,10.31,13.40,14.59,12.59,11.81,11.96,14.99,14.11,14.75
2020-06-09T13:05:00Z,14.50,12.76,15.46,10.75,11.15,15.22,12.43,10.39,13.78,15.10,12.99,12.13,12.30,15.43,14.60,15.23
2020-06-09T13:10:00Z,14.42,11.99,15.81,9.20,9.62,15.37,11.56,9.16,13.73,15.25,12.74,11.65,11.86,15.73,14.56,15.44
2020-06-09T13:15:00Z,16.63,15.68,16.64,15.15,15.57,16.64,15.58,14.12,14.81,16.60,14.88,14.51,14.60,16.57,15.75,16.62
2020-06-09T13:20:00Z,15.98,13.79,18.10,9.59,10.08,17.98,13.09,9.87,14.39,17.17,13.95,12.77,13.01,18.27,15.44,17.62
2020-06-09T13:25:00Z,16.21,13.43,17.04,11.12,11.51,16.36,13.07,10.93,14.62,16.57,14.25,13.19,13.39,16.80,15.61,16.67
2020-06-09T13:30:00Z,14.26,11.22,16.36,7.18,7.59,15.69,10.59,7.60,14.37,15.64,12.54,10.93,11.22,16.28,15.46,15.85
2020-06-09T13:35:00Z,14.29,13.21,16.48,6.01,6.43,16.16,9.52,6.81,13.07,15.57,12.28,10.68,10.98,16.55,14.04,15.97
2020-06-09T13:40:00Z,13.96,11.31,16.43,6.73,7.16,15.84,10.50,5.38,12.69,15.37,11.67,9.70,10.07,16.37,13.70,15.80
2020-06-09T13:45:00Z,12.86,11.17,16.67,5.17,5.66,15.83,9.91,-1.10,11.69,15.20,9.44,5.82,6.51,16.55,12.95,15.84
2020-06-09T13:50:00Z,12.87,13.49,17.22,3.92,4.44,16.67,8.94,-2.83,11.71,15.66,9.11,5.02,5.81,17.24,13.08,16.43
2020-06-09T13:55:00Z,13.74,12.24,16.29,3.09,3.57,15.58,7.92,-3.29,7.46,14.91,4.16,0.21,0.95,16.16,8.96,15.58
2020-06-09T14:00:00Z,13.21,12.26,15.83,3.62,4.09,15.46,8.00,-0.59,-2.69,15.08,0.21,0.57,0.56,15.83,-2.15,15.48
2020-06-09T14:05:00Z,16.22,14.51,16.04,8.73,9.16,15.83,10.70,7.73,8.43,15.78,7.21,6.21,6.40,15.92,9.68,15.92
2020-06-09T14:10:00Z,33.09,8.24,31.05,1.03,1.66,19.93,5.06,-5.75,24.14,29.65,17.24,8.77,10.37,25.55,26.97,28.35
2020-06-09T14:15:00Z,28.38,6.86,25.98,1.02,1.52,16.62,4.08,-2.92,20.43,24.99,14.70,8.01,9.26,21.24,22.88,23.80
2020-06-09T14:20:00Z,44.98,-0.97,39.89,-6.99,-6.31,19.91,-2.25,-10.31,33.64,38.08,24.94,13.64,15.78,29.89,37.13,35.26
2020-06-09T14:25:00Z,55.18,-2.68,49.13,-9.52,-8.79,23.86,-3.54,-12.83,36.56,47.11,29.24,17.20,19.52,36.56,40.34,43.39
2020-06-09T14:30:00Z,93.86,10.75,92.11,-3.38,-1.91,52.45,7.35,-18.95,-0.96,90.71,24.91,25.83,26.15,74.29,0.33,84.36
2020-06-09T14:35:00Z,82.82,8.72,81.19,-4.56,-3.24,46.12,5.62,-19.70,-13.59,79.94,16.16,20.23,19.95,64.20,-13.65,74.19
2020-06-09T14:40:00Z,78.75,5.77,71.47,-4.55,-3.49,39.56,3.53,-13.52,-8.88,71.27,7.61,10.24,10.08,56.19,-6.92,65.60
2020-06-09T14:45:00Z,21.52,21.28,28.02,-0.90,-0.35,23.17,1.70,-6.67,-52.21,25.47,-12.59,-1.80,-3.44,27.46,15.99,26.23
2020-06-09T14:50:00Z,35.49,6.17,34.89,-7.03,-6.47,19.94,-2.90,-11.93,26.25,32.27,18.13,7.61,9.57,28.49,29.50,30.96
2020-06-09T14:55:00Z,33.11,-0.22,34.49,-15.34,-14.82,16.39,-10.88,-18.40,28.96,31.26,22.67,11.81,13.90,26.60,31.68,29.56
2020-06-09T15:00:00Z,15.98,-4.35,18.38,-21.61,-21.33,5.66,-17.98,-26.45,2.48,15.08,0.86,-6.95,-5.44,13.60,14.42,14.56
2020-06-09T15:05:00Z,53.17,-3.56,50.06,-16.34,-15.57,23.20,-9.71,-23.43,-72.79,47.06,-1.92,6.44,5.46,37.87,70.90,43.76
2020-06-09T15:10:00Z,73.81,2.23,65.07,-8.06,-7.01,34.26,0.35,-19.10,-83.66,63.15,6.82,19.26,17.65,50.18,100.48,58.41
2020-06-09T15:15:00Z,37.84,7.27,34.12,-2.67,-1.85,21.46,5.05,-27.57,-67.99,33.17,-5.66,4.08,2.73,28.02,57.63,31.37
2020-06-09T15:20:00Z,70.34,12.56,62.40,1.17,2.37,38.34,10.75,-22.19,52.55,60.49,41.35,25.32,28.36,50.91,58.12,56.93
2020-06-09T15:25:00Z,35.66,10.96,32.63,1.16,1.96,22.36,8.50,-24.20,26.85,31.63,20.76,11.44,13.23,27.66,29.86,30.18
2020-06-09T15:30:00Z,29.97,6.59,30.56,1.25,1.75,19.22,5.80,-9.65,-14.43,30.40,-0.73,2.28,1.92,25.15,-14.64,28.46
2020-06-09T15:35:00Z,62.20,-0.52,58.58,-7.44,-6.69,30.03,-0.31,-15.14,-51.91,57.77,2.38,13.25,11.80,45.03,16.76,52.93
2020-06-09T15:40:00Z,159.96,31.06,143.63,19.14,20.97,89.19,31.34,9.90,85.96,141.52,87.49,70.45,74.00,117.04,94.63,132.17
2020-06-09T15:45:00Z,66.30,12.54,62.66,3.83,4.75,38.35,10.18,-4.29,-58.86,61.87,5.04,18.31,16.45,51.14,35.10,57.83
2020-06-09T15:50:00Z,57.74,7.95,55.14,1.16,1.94,32.62,7.57,-8.67,-53.50,54.51,1.38,12.87,11.26,44.44,20.64,50.74
2020-06-09T15:55:00Z,128.22,22.83,119.28,2.79,4.37,71.55,12.80,0.16,71.45,115.10,69.66,53.25,56.55,97.89,78.45,108.43
2020-06-09T16:00:00Z,158.78,46.57,152.60,8.99,10.89,98.77,19.03,11.22,88.06,145.93,87.36,69.09,72.81,130.38,97.14,139.52
2020-06-09T16:05:00Z,120.82,15.78,112.96,2.96,4.39,65.90,15.29,-12.87,58.07,109.22,58.15,41.55,44.94,91.09,64.25,102.50
2020-06-09T16:10:00Z,46.00,5.44,42.05,-0.08,0.54,24.68,5.04,-11.52,-1.94,42.14,7.23,6.97,7.26,33.11,-0.64,38.76
2020-06-09T16:15:00Z,260.30,17.71,166.09,8.51,10.08,82.20,6.08,42.16,161.98,188.49,154.51,130.31,135.24,101.62,172.51,158.57
