Interval,GMTIntervalEnd,STLF,MTLF,Actual Load,STWF,MTWF,Actual Wind, STSF, MTSF, Actual Solar
06/10/2020 13:10:00,06/10/2020 18:10:00,,,,,,,,,
06/10/2020 13:05:00,06/10/2020 18:05:00,,,,,,,,,
06/10/2020 13:00:00,06/10/2020 18:00:00,,31025.986,,,10579.950,,,222.700,
06/10/2020 12:55:00,06/10/2020 17:55:00,,,,,,,,,
06/10/2020 12:50:00,06/10/2020 17:50:00,,,,,,,,,
06/10/2020 12:45:00,06/10/2020 17:45:00,,,,,,,,,
06/10/2020 12:40:00,06/10/2020 17:40:00,,,,,,,,,
06/10/2020 12:35:00,06/10/2020 17:35:00,,,,,,,,,
06/10/2020 12:30:00,06/10/2020 17:30:00,,,,,,,,,
06/10/2020 12:25:00,06/10/2020 17:25:00,,,,,,,,,
06/10/2020 12:20:00,06/10/2020 17:20:00,,,,,,,,,
06/10/2020 12:15:00,06/10/2020 17:15:00,,,,,,,,,
06/10/2020 12:10:00,06/10/2020 17:10:00,,,,,,,,,
06/10/2020 12:05:00,06/10/2020 17:05:00,,,,,,,,,
06/10/2020 12:00:00,06/10/2020 17:00:00,,29928.756,,,11061.680,,,221.930,
06/10/2020 11:55:00,06/10/2020 16:55:00,,,,,,,,,
06/10/2020 11:50:00,06/10/2020 16:50:00,,,,,,,,,
06/10/2020 11:45:00,06/10/2020 16:45:00,,,,,,,,,
06/10/2020 11:40:00,06/10/2020 16:40:00,,,,,,,,,
06/10/2020 11:35:00,06/10/2020 16:35:00,,,,,,,,,
06/10/2020 11:30:00,06/10/2020 16:30:00,,,,,,,,,
06/10/2020 11:25:00,06/10/2020 16:25:00,,,,,,,,,
06/10/2020 11:20:00,06/10/2020 16:20:00,,,,,,,,,
06/10/2020 11:15:00,06/10/2020 16:15:00,,,,,,,,,
06/10/2020 11:10:00,06/10/2020 16:10:00,,,,,,,,,
06/10/2020 11:05:00,06/10/2020 16:05:00,,,,,,,,,
06/10/2020 11:00:00,06/10/2020 16:00:00,,28805.609,,,11403.450,,,220.750,
06/10/2020 10:55:00,06/10/2020 15:55:00,,,,,,,,,
06/10/2020 10:50:00,06/10/2020 15:50:00,,,,,,,,,
06/10/2020 10:45:00,06/10/2020 15:45:00,,,,,,,,,
06/10/2020 10:40:00,06/10/2020 15:40:00,,,,,,,,,
06/10/2020 10:35:00,06/10/2020 15:35:00,,,,,,,,,
06/10/2020 10:30:00,06/10/2020 15:30:00,,,,,,,,,
06/10/2020 10:25:00,06/10/2020 15:25:00,,,,,,,,,
06/10/2020 10:20:00,06/10/2020 15:20:00,,,,,,,,,
06/10/2020 10:15:00,06/10/2020 15:15:00,,,,,,,,,
06/10/2020 10:10:00,06/10/2020 15:10:00,,,,,,,,,
06/10/2020 10:05:00,06/10/2020 15:05:00,,,,,,,,,
06/10/2020 10:00:00,06/10/2020 15:00:00,,27562.692,,,11481.600,,,212.690,
06/10/2020 09:55:00,06/10/2020 14:55:00,,,,,,,,,
06/10/2020 09:50:00,06/10/2020 14:50:00,,,,,,,,,
06/10/2020 09:45:00,06/10/2020 14:45:00,,,,,,,,,
06/10/2020 09:40:00,06/10/2020 14:40:00,,,,,,,,,
06/10/2020 09:35:00,06/10/2020 14:35:00,,,,,,,,,
06/10/2020 09:30:00,06/10/2020 14:30:00,,,,,,,,,
06/10/2020 09:25:00,06/10/2020 14:25:00,,,,,,,,,
06/10/2020 09:20:00,06/10/2020 14:20:00,,,,,,,,,
06/10/2020 09:15:00,06/10/2020 14:15:00,,,,,,,,,
06/10/2020 09:10:00,06/10/2020 14:10:00,,,,,,,,,
06/10/2020 09:05:00,06/10/2020 14:05:00,,,,,,,,,
06/10/2020 09:00:00,06/10/2020 14:00:00,,26562.844,,,11693.680,,,152.730,
06/10/2020 08:55:00,06/10/2020 13:55:00,,,,,,,,,
06/10/2020 08:50:00,06/10/2020 13:50:00,,,,,,,,,
06/10/2020 08:45:00,06/10/2020 13:45:00,,,,,,,,,
06/10/2020 08:40:00,06/10/2020 13:40:00,,,,,,,,,
06/10/2020 08:35:00,06/10/2020 13:35:00,,,,,,,,,
06/10/2020 08:30:00,06/10/2020 13:30:00,,,,,,,,,
06/10/2020 08:25:00,06/10/2020 13:25:00,,,,,,,,,
06/10/2020 08:20:00,06/10/2020 13:20:00,,,,,,,,,
06/10/2020 08:15:00,06/10/2020 13:15:00,,,,,,,,,
06/10/2020 08:10:00,06/10/2020 13:10:00,,,,,,,,,
06/10/2020 08:05:00,06/10/2020 13:05:00,,,,,,,,,
06/10/2020 08:00:00,06/10/2020 13:00:00,,25415.860,,,12345.880,,,53.950,
06/10/2020 07:55:00,06/10/2020 12:55:00,,,,,,,,,
06/10/2020 07:50:00,06/10/2020 12:50:00,,,,,,,,,
06/10/2020 07:45:00,06/10/2020 12:45:00,,,,,,,,,
06/10/2020 07:40:00,06/10/2020 12:40:00,,,,,,,,,
06/10/2020 07:35:00,06/10/2020 12:35:00,,,,,,,,,
06/10/2020 07:30:00,06/10/2020 12:30:00,,,,,,,,,
06/10/2020 07:25:00,06/10/2020 12:25:00,,,,,,,,,
06/10/2020 07:20:00,06/10/2020 12:20:00,,,,,,,,,
06/10/2020 07:15:00,06/10/2020 12:15:00,,,,,,,,,
06/10/2020 07:10:00,06/10/2020 12:10:00,,,,,,,,,
06/10/2020 07:05:00,06/10/2020 12:05:00,,,,,,,,,
06/10/2020 07:00:00,06/10/2020 12:00:00,,24226.370,,,13036.220,,,3.190,
06/10/2020 06:55:00,06/10/2020 11:55:00,,,,,,,,,
06/10/2020 06:50:00,06/10/2020 11:50:00,,,,,,,,,
06/10/2020 06:45:00,06/10/2020 11:45:00,,,,,,,,,
06/10/2020 06:40:00,06/10/2020 11:40:00,,,,,,,,,
06/10/2020 06:35:00,06/10/2020 11:35:00,,,,,,,,,
06/10/2020 06:30:00,06/10/2020 11:30:00,,,,,,,,,
06/10/2020 06:25:00,06/10/2020 11:25:00,,,,,,,,,
06/10/2020 06:20:00,06/10/2020 11:20:00,,,,,,,,,
06/10/2020 06:15:00,06/10/2020 11:15:00,,,,,,,,,
06/10/2020 06:10:00,06/10/2020 11:10:00,,,,,,,,,
06/10/2020 06:05:00,06/10/2020 11:05:00,,,,,,,,,
06/10/2020 06:00:00,06/10/2020 11:00:00,,23578.197,,,13466.160,,,0.000,
06/10/2020 05:55:00,06/10/2020 10:55:00,,,,,,,,,
06/10/2020 05:50:00,06/10/2020 10:50:00,,,,,,,,,
06/10/2020 05:45:00,06/10/2020 10:45:00,,,,,,,,,
06/10/2020 05:40:00,06/10/2020 10:40:00,,,,,,,,,
06/10/2020 05:35:00,06/10/2020 10:35:00,,,,,,,,,
06/10/2020 05:30:00,06/10/2020 10:30:00,,,,,,,,,
06/10/2020 05:25:00,06/10/2020 10:25:00,,,,,,,,,
06/10/2020 05:20:00,06/10/2020 10:20:00,,,,,,,,,
06/10/2020 05:15:00,06/10/2020 10:15:00,,,,,,,,,
06/10/2020 05:10:00,06/10/2020 10:10:00,,,,,,,,,
06/10/2020 05:05:00,06/10/2020 10:05:00,,,,,,,,,
06/10/2020 05:00:00,06/10/2020 10:00:00,,23125.796,,,13806.860,,,0.000,
06/10/2020 04:55:00,06/10/2020 09:55:00,,,,,,,,,
06/10/2020 04:50:00,06/10/2020 09:50:00,,,,,,,,,
06/10/2020 04:45:00,06/10/2020 09:45:00,,,,,,,,,
06/10/2020 04:40:00,06/10/2020 09:40:00,,,,,,,,,
06/10/2020 04:35:00,06/10/2020 09:35:00,,,,,,,,,
06/10/2020 04:30:00,06/10/2020 09:30:00,,,,,,,,,
06/10/2020 04:25:00,06/10/2020 09:25:00,,,,,,,,,
06/10/2020 04:20:00,06/10/2020 09:20:00,,,,,,,,,
06/10/2020 04:15:00,06/10/2020 09:15:00,,,,,,,,,
06/10/2020 04:10:00,06/10/2020 09:10:00,,,,,,,,,
06/10/2020 04:05:00,06/10/2020 09:05:00,,,,,,,,,
06/10/2020 04:00:00,06/10/2020 09:00:00,,23279.592,,,14051.050,,,0.000,
06/10/2020 03:55:00,06/10/2020 08:55:00,,,,,,,,,
06/10/2020 03:50:00,06/10/2020 08:50:00,,,,,,,,,
06/10/2020 03:45:00,06/10/2020 08:45:00,,,,,,,,,
06/10/2020 03:40:00,06/10/2020 08:40:00,,,,,,,,,
06/10/2020 03:35:00,06/10/2020 08:35:00,,,,,,,,,
06/10/2020 03:30:00,06/10/2020 08:30:00,,,,,,,,,
06/10/2020 03:25:00,06/10/2020 08:25:00,,,,,,,,,
06/10/2020 03:20:00,06/10/2020 08:20:00,,,,,,,,,
06/10/2020 03:15:00,06/10/2020 08:15:00,,,,,,,,,
06/10/2020 03:10:00,06/10/2020 08:10:00,,,,,,,,,
06/10/2020 03:05:00,06/10/2020 08:05:00,,,,,,,,,
06/10/2020 03:00:00,06/10/2020 08:00:00,,23779.027,,,14181.860,,,0.000,
06/10/2020 02:55:00,06/10/2020 07:55:00,,,,,,,,,
06/10/2020 02:50:00,06/10/2020 07:50:00,,,,,,,,,
06/10/2020 02:45:00,06/10/2020 07:45:00,,,,,,,,,
06/10/2020 02:40:00,06/10/2020 07:40:00,,,,,,,,,
06/10/2020 02:35:00,06/10/2020 07:35:00,,,,,,,,,
06/10/2020 02:30:00,06/10/2020 07:30:00,,,,,,,,,
06/10/2020 02:25:00,06/10/2020 07:25:00,,,,,,,,,
06/10/2020 02:20:00,06/10/2020 07:20:00,,,,,,,,,
06/10/2020 02:15:00,06/10/2020 07:15:00,,,,,,,,,
06/10/2020 02:10:00,06/10/2020 07:10:00,,,,,,,,,
06/10/2020 02:05:00,06/10/2020 07:05:00,,,,,,,,,
06/10/2020 02:00:00,06/10/2020 07:00:00,,24490.289,,,14177.590,,,0.000,
06/10/2020 01:55:00,06/10/2020 06:55:00,,,,,,,,,
06/10/2020 01:50:00,06/10/2020 06:50:00,,,,,,,,,
06/10/2020 01:45:00,06/10/2020 06:45:00,,,,,,,,,
06/10/2020 01:40:00,06/10/2020 06:40:00,,,,,,,,,
06/10/2020 01:35:00,06/10/2020 06:35:00,,,,,,,,,
06/10/2020 01:30:00,06/10/2020 06:30:00,,,,,,,,,
06/10/2020 01:25:00,06/10/2020 06:25:00,,,,,,,,,
06/10/2020 01:20:00,06/10/2020 06:20:00,,,,,,,,,
06/10/2020 01:15:00,06/10/2020 06:15:00,,,,,,,,,
06/10/2020 01:10:00,06/10/2020 06:10:00,,,,,,,,,
06/10/2020 01:05:00,06/10/2020 06:05:00,,,,,,,,,
06/10/2020 01:00:00,06/10/2020 06:00:00,,25625.367,,,13302.540,,,0.000,
06/10/2020 00:55:00,06/10/2020 05:55:00,,,,,,,,,
06/10/2020 00:50:00,06/10/2020 05:50:00,,,,,,,,,
06/10/2020 00:45:00,06/10/2020 05:45:00,,,,,,,,,
06/10/2020 00:40:00,06/10/2020 05:40:00,,,,,,,,,
06/10/2020 00:35:00,06/10/2020 05:35:00,,,,,,,,,
06/10/2020 00:30:00,06/10/2020 05:30:00,,,,,,,,,
06/10/2020 00:25:00,06/10/2020 05:25:00,,,,,,,,,
06/10/2020 00:20:00,06/10/2020 05:20:00,,,,,,,,,
06/10/2020 00:15:00,06/10/2020 05:15:00,,,,,,,,,
06/10/2020 00:10:00,06/10/2020 05:10:00,,,,,,,,,
06/10/2020 00:05:00,06/10/2020 05:05:00,,,,,,,,,
06/10/2020 00:00:00,06/10/2020 05:00:00,,28342.378,,,13402.530,,,0.000,
06/09/2020 23:55:00,06/10/2020 04:55:00,,,,,,,,,
06/09/2020 23:50:00,06/10/2020 04:50:00,,,,,,,,,
06/09/2020 23:45:00,06/10/2020 04:45:00,,,,,,,,,
06/09/2020 23:40:00,06/10/2020 04:40:00,,,,,,,,,
06/09/2020 23:35:00,06/10/2020 04:35:00,,,,,,,,,
06/09/2020 23:30:00,06/10/2020 04:30:00,,,,,,,,,
06/09/2020 23:25:00,06/10/2020 04:25:00,,,,,,,,,
06/09/2020 23:20:00,06/10/2020 04:20:00,,,,,,,,,
06/09/2020 23:15:00,06/10/2020 04:15:00,,,,,,,,,
06/09/2020 23:10:00,06/10/2020 04:10:00,,,,,,,,,
06/09/2020 23:05:00,06/10/2020 04:05:00,,,,,,,,,
06/09/2020 23:00:00,06/10/2020 04:00:00,,30852.607,,,13742.280,,,0.000,
06/09/2020 22:55:00,06/10/2020 03:55:00,,,,,,,,,
06/09/2020 22:50:00,06/10/2020 03:50:00,,,,,,,,,
06/09/2020 22:45:00,06/10/2020 03:45:00,,,,,,,,,
06/09/2020 22:40:00,06/10/2020 03:40:00,,,,,,,,,
06/09/2020 22:35:00,06/10/2020 03:35:00,,,,,,,,,
06/09/2020 22:30:00,06/10/2020 03:30:00,,,,,,,,,
06/09/2020 22:25:00,06/10/2020 03:25:00,,,,,,,,,
06/09/2020 22:20:00,06/10/2020 03:20:00,,,,,,,,,
06/09/2020 22:15:00,06/10/2020 03:15:00,,,,,,,,,
06/09/2020 22:10:00,06/10/2020 03:10:00,,,,,,,,,
06/09/2020 22:05:00,06/10/2020 03:05:00,,,,,,,,,
06/09/2020 22:00:00,06/10/2020 03:00:00,,32954.539,,,14333.210,,,0.140,
06/09/2020 21:55:00,06/10/2020 02:55:00,,,,,,,,,
06/09/2020 21:50:00,06/10/2020 02:50:00,,,,,,,,,
06/09/2020 21:45:00,06/10/2020 02:45:00,,,,,,,,,
06/09/2020 21:40:00,06/10/2020 02:40:00,,,,,,,,,
06/09/2020 21:35:00,06/10/2020 02:35:00,,,,,,,,,
06/09/2020 21:30:00,06/10/2020 02:30:00,,,,,,,,,
06/09/2020 21:25:00,06/10/2020 02:25:00,,,,,,,,,
06/09/2020 21:20:00,06/10/2020 02:20:00,,,,,,,,,
06/09/2020 21:15:00,06/10/2020 02:15:00,,,,,,,,,
06/09/2020 21:10:00,06/10/2020 02:10:00,,,,,,,,,
06/09/2020 21:05:00,06/10/2020 02:05:00,,,,,,,,,
06/09/2020 21:00:00,06/10/2020 02:00:00,,34495.199,,,15045.730,,,25.390,
06/09/2020 20:55:00,06/10/2020 01:55:00,,,,,,,,,
06/09/2020 20:50:00,06/10/2020 01:50:00,,,,,,,,,
06/09/2020 20:45:00,06/10/2020 01:45:00,,,,,,,,,
06/09/2020 20:40:00,06/10/2020 01:40:00,,,,,,,,,
06/09/2020 20:35:00,06/10/2020 01:35:00,,,,,,,,,
06/09/2020 20:30:00,06/10/2020 01:30:00,,,,,,,,,
06/09/2020 20:25:00,06/10/2020 01:25:00,,,,,,,,,
06/09/2020 20:20:00,06/10/2020 01:20:00,,,,,,,,,
06/09/2020 20:15:00,06/10/2020 01:15:00,,,,,,,,,
06/09/2020 20:10:00,06/10/2020 01:10:00,,,,,,,,,
06/09/2020 20:05:00,06/10/2020 01:05:00,,,,,,,,,
06/09/2020 20:00:00,06/10/2020 01:00:00,,36328.674,,,15551.060,,,122.200,
06/09/2020 19:55:00,06/10/2020 00:55:00,,,,,,,,,
06/09/2020 19:50:00,06/10/2020 00:50:00,,,,,,,,,
06/09/2020 19:45:00,06/10/2020 00:45:00,,,,,,,,,
06/09/2020 19:40:00,06/10/2020 00:40:00,,,,,,,,,
06/09/2020 19:35:00,06/10/2020 00:35:00,,,,,,,,,
06/09/2020 19:30:00,06/10/2020 00:30:00,,,,,,,,,
06/09/2020 19:25:00,06/10/2020 00:25:00,,,,,,,,,
06/09/2020 19:20:00,06/10/2020 00:20:00,,,,,,,,,
06/09/2020 19:15:00,06/10/2020 00:15:00,,,,,,,,,
06/09/2020 19:10:00,06/10/2020 00:10:00,,,,,,,,,
06/09/2020 19:05:00,06/10/2020 00:05:00,,,,,,,,,
06/09/2020 19:00:00,06/10/2020 00:00:00,,38043.471,,,15770.700,,,197.560,
06/09/2020 18:55:00,06/09/2020 23:55:00,,,,,,,,,
06/09/2020 18:50:00,06/09/2020 23:50:00,,,,,,,,,
06/09/2020 18:45:00,06/09/2020 23:45:00,,,,,,,,,
06/09/2020 18:40:00,06/09/2020 23:40:00,,,,,,,,,
06/09/2020 18:35:00,06/09/2020 23:35:00,,,,,,,,,
06/09/2020 18:30:00,06/09/2020 23:30:00,,,,,,,,,
06/09/2020 18:25:00,06/09/2020 23:25:00,,,,,,,,,
06/09/2020 18:20:00,06/09/2020 23:20:00,,,,,,,,,
06/09/2020 18:15:00,06/09/2020 23:15:00,,,,,,,,,
06/09/2020 18:10:00,06/09/2020 23:10:00,,,,,,,,,
06/09/2020 18:05:00,06/09/2020 23:05:00,,,,,,,,,
06/09/2020 18:00:00,06/09/2020 23:00:00,,39454.743,,,15916.700,,,207.580,
06/09/2020 17:55:00,06/09/2020 22:55:00,,,,,,,,,
06/09/2020 17:50:00,06/09/2020 22:50:00,,,,,,,,,
06/09/2020 17:45:00,06/09/2020 22:45:00,,,,,,,,,
06/09/2020 17:40:00,06/09/2020 22:40:00,,,,,,,,,
06/09/2020 17:35:00,06/09/2020 22:35:00,,,,,,,,,
06/09/2020 17:30:00,06/09/2020 22:30:00,,,,,,,,,
06/09/2020 17:25:00,06/09/2020 22:25:00,,,,,,,,,
06/09/2020 17:20:00,06/09/2020 22:20:00,,,,,,,,,
06/09/2020 17:15:00,06/09/2020 22:15:00,,,,,,,,,
06/09/2020 17:10:00,06/09/2020 22:10:00,,,,,,,,,
06/09/2020 17:05:00,06/09/2020 22:05:00,,,,,,,,,
06/09/2020 17:00:00,06/09/2020 22:00:00,,40141.476,,,16040.990,,,210.180,
06/09/2020 16:55:00,06/09/2020 21:55:00,,,,,,,,,
06/09/2020 16:50:00,06/09/2020 21:50:00,,,,,,,,,
06/09/2020 16:45:00,06/09/2020 21:45:00,,,,,,,,,
06/09/2020 16:40:00,06/09/2020 21:40:00,,,,,,,,,
06/09/2020 16:35:00,06/09/2020 21:35:00,,,,,,,,,
06/09/2020 16:30:00,06/09/2020 21:30:00,,,,,,,,,
06/09/2020 16:25:00,06/09/2020 21:25:00,,,,,,,,,
06/09/2020 16:20:00,06/09/2020 21:20:00,,,,,,,,,
06/09/2020 16:15:00,06/09/2020 21:15:00,,,,,,,,,
06/09/2020 16:10:00,06/09/2020 21:10:00,,,,,,,,,
06/09/2020 16:05:00,06/09/2020 21:05:00,,,,,,,,,
06/09/2020 16:00:00,06/09/2020 21:00:00,,40250.322,,,16003.860,,,210.460,
06/09/2020 15:55:00,06/09/2020 20:55:00,,,,,,,,,
06/09/2020 15:50:00,06/09/2020 20:50:00,,,,,,,,,
06/09/2020 15:45:00,06/09/2020 20:45:00,,,,,,,,,
06/09/2020 15:40:00,06/09/2020 20:40:00,,,,,,,,,
06/09/2020 15:35:00,06/09/2020 20:35:00,,,,,,,,,
06/09/2020 15:30:00,06/09/2020 20:30:00,,,,,,,,,
06/09/2020 15:25:00,06/09/2020 20:25:00,,,,,,,,,
06/09/2020 15:20:00,06/09/2020 20:20:00,,,,,,,,,
06/09/2020 15:15:00,06/09/2020 20:15:00,,,,,,,,,
06/09/2020 15:10:00,06/09/2020 20:10:00,,,,,,,,,
06/09/2020 15:05:00,06/09/2020 20:05:00,,,,,,,,,
06/09/2020 15:00:00,06/09/2020 20:00:00,,39874.140,,,15722.510,,,210.590,
06/09/2020 14:55:00,06/09/2020 19:55:00,,,,,,,,,
06/09/2020 14:50:00,06/09/2020 19:50:00,,,,,,,,,
06/09/2020 14:45:00,06/09/2020 19:45:00,,,,,,,,,
06/09/2020 14:40:00,06/09/2020 19:40:00,,,,,,,,,
06/09/2020 14:35:00,06/09/2020 19:35:00,,,,,,,,,
06/09/2020 14:30:00,06/09/2020 19:30:00,,,,,,,,,
06/09/2020 14:25:00,06/09/2020 19:25:00,,,,,,,,,
06/09/2020 14:20:00,06/09/2020 19:20:00,,,,,,,,,
06/09/2020 14:15:00,06/09/2020 19:15:00,,,,,,,,,
06/09/2020 14:10:00,06/09/2020 19:10:00,,,,,,,,,
06/09/2020 14:05:00,06/09/2020 19:05:00,,,,,,,,,
06/09/2020 14:00:00,06/09/2020 19:00:00,,39292.231,,,15414.370,,,210.170,
06/09/2020 13:55:00,06/09/2020 18:55:00,,,,,,,,,
06/09/2020 13:50:00,06/09/2020 18:50:00,,,,,,,,,
06/09/2020 13:45:00,06/09/2020 18:45:00,,,,,,,,,
06/09/2020 13:40:00,06/09/2020 18:40:00,,,,,,,,,
06/09/2020 13:35:00,06/09/2020 18:35:00,,,,,,,,,
06/09/2020 13:30:00,06/09/2020 18:30:00,,,,,,,,,
06/09/2020 13:25:00,06/09/2020 18:25:00,,,,,,,,,
06/09/2020 13:20:00,06/09/2020 18:20:00,,,,,,,,,
06/09/2020 13:15:00,06/09/2020 18:15:00,,,,,,,,,
06/09/2020 13:10:00,06/09/2020 18:10:00,,,,,,,,,
06/09/2020 13:05:00,06/09/2020 18:05:00,,,,,,,,,
06/09/2020 13:00:00,06/09/2020 18:00:00,,38156.082,,,15081.680,,,208.670,
06/09/2020 12:55:00,06/09/2020 17:55:00,,,,,,,,,
06/09/2020 12:50:00,06/09/2020 17:50:00,,,,,,,,,
06/09/2020 12:45:00,06/09/2020 17:45:00,,,,,,,,,
06/09/2020 12:40:00,06/09/2020 17:40:00,,,,,,,,,
06/09/2020 12:35:00,06/09/2020 17:35:00,,,,,,,,,
06/09/2020 12:30:00,06/09/2020 17:30:00,,,,,,,,,
06/09/2020 12:25:00,06/09/2020 17:25:00,,,,,,,,,
06/09/2020 12:20:00,06/09/2020 17:20:00,,,,,,,,,
06/09/2020 12:15:00,06/09/2020 17:15:00,,,,,,,,,
06/09/2020 12:10:00,06/09/2020 17:10:00,,,,,,,,,
06/09/2020 12:05:00,06/09/2020 17:05:00,,,,,,,,,
06/09/2020 12:00:00,06/09/2020 17:00:00,,36670.622,,,14591.980,,,207.720,
06/09/2020 11:55:00,06/09/2020 16:55:00,,,,,,,,,
06/09/2020 11:50:00,06/09/2020 16:50:00,,,,,,,,,
06/09/2020 11:45:00,06/09/2020 16:45:00,,,,,,,,,
06/09/2020 11:40:00,06/09/2020 16:40:00,,,,,,,,,
06/09/2020 11:35:00,06/09/2020 16:35:00,,,,,,,,,
06/09/2020 11:30:00,06/09/2020 16:30:00,,,,,,,,,
06/09/2020 11:25:00,06/09/2020 16:25:00,,,,,,,,,
06/09/2020 11:20:00,06/09/2020 16:20:00,,,,,,,,,
06/09/2020 11:15:00,06/09/2020 16:15:00,,,,,,,,,
06/09/2020 11:10:00,06/09/2020 16:10:00,,,,,,,,,
06/09/2020 11:05:00,06/09/2020 16:05:00,,,,,,,,,
06/09/2020 11:00:00,06/09/2020 16:00:00,,34957.061,,,14128.440,,,207.810,
06/09/2020 10:55:00,06/09/2020 15:55:00,,,,,,,,,
06/09/2020 10:50:00,06/09/2020 15:50:00,,,,,,,,,
06/09/2020 10:45:00,06/09/2020 15:45:00,,,,,,,,,
06/09/2020 10:40:00,06/09/2020 15:40:00,,,,,,,,,
06/09/2020 10:35:00,06/09/2020 15:35:00,,,,,,,,,
06/09/2020 10:30:00,06/09/2020 15:30:00,,,,,,,,,
06/09/2020 10:25:00,06/09/2020 15:25:00,,,,,,,,,
06/09/2020 10:20:00,06/09/2020 15:20:00,,,,,,,,,
06/09/2020 10:15:00,06/09/2020 15:15:00,,,,,,,,,
06/09/2020 10:10:00,06/09/2020 15:10:00,,,,,,,,,
06/09/2020 10:05:00,06/09/2020 15:05:00,,,,,,,,,
06/09/2020 10:00:00,06/09/2020 15:00:00,,33092.072,,,13677.270,,,204.110,
06/09/2020 09:55:00,06/09/2020 14:55:00,,,,,,,,,
06/09/2020 09:50:00,06/09/2020 14:50:00,,,,,,,,,
06/09/2020 09:45:00,06/09/2020 14:45:00,,,,,,,,,
06/09/2020 09:40:00,06/09/2020 14:40:00,,,,,,,,,
06/09/2020 09:35:00,06/09/2020 14:35:00,,,,,,,,,
06/09/2020 09:30:00,06/09/2020 14:30:00,,,,,,,,,
06/09/2020 09:25:00,06/09/2020 14:25:00,,,,,,,,,
06/09/2020 09:20:00,06/09/2020 14:20:00,,,,,,,,,
06/09/2020 09:15:00,06/09/2020 14:15:00,,,,,,,,,
06/09/2020 09:10:00,06/09/2020 14:10:00,,,,,,,,,
06/09/2020 09:05:00,06/09/2020 14:05:00,,,,,,,,,
06/09/2020 09:00:00,06/09/2020 14:00:00,,31312.103,,,13303.830,,,151.030,
06/09/2020 08:55:00,06/09/2020 13:55:00,,,,,,,,,
06/09/2020 08:50:00,06/09/2020 13:50:00,,,,,,,,,
06/09/2020 08:45:00,06/09/2020 13:45:00,,,,,,,,,
06/09/2020 08:40:00,06/09/2020 13:40:00,,,,,,,,,
06/09/2020 08:35:00,06/09/2020 13:35:00,,,,,,,,,
06/09/2020 08:30:00,06/09/2020 13:30:00,,,,,,,,,
06/09/2020 08:25:00,06/09/2020 13:25:00,,,,,,,,,
06/09/2020 08:20:00,06/09/2020 13:20:00,,,,,,,,,
06/09/2020 08:15:00,06/09/2020 13:15:00,,,,,,,,,
06/09/2020 08:10:00,06/09/2020 13:10:00,,,,,,,,,
06/09/2020 08:05:00,06/09/2020 13:05:00,,,,,,,,,
06/09/2020 08:00:00,06/09/2020 13:00:00,,29864.595,,,12934.430,,,50.710,
06/09/2020 07:55:00,06/09/2020 12:55:00,,,,,,,,,
06/09/2020 07:50:00,06/09/2020 12:50:00,,,,,,,,,
06/09/2020 07:45:00,06/09/2020 12:45:00,,,,,,,,,
06/09/2020 07:40:00,06/09/2020 12:40:00,,,,,,,,,
06/09/2020 07:35:00,06/09/2020 12:35:00,,,,,,,,,
06/09/2020 07:30:00,06/09/2020 12:30:00,,,,,,,,,
06/09/2020 07:25:00,06/09/2020 12:25:00,,,,,,,,,
06/09/2020 07:20:00,06/09/2020 12:20:00,,,,,,,,,
06/09/2020 07:15:00,06/09/2020 12:15:00,,,,,,,,,
06/09/2020 07:10:00,06/09/2020 12:10:00,,,,,,,,,
06/09/2020 07:05:00,06/09/2020 12:05:00,,,,,,,,,
06/09/2020 07:00:00,06/09/2020 12:00:00,,28452.735,,,12867.760,,,2.400,
06/09/2020 06:55:00,06/09/2020 11:55:00,,,,,,,,,
06/09/2020 06:50:00,06/09/2020 11:50:00,,,,,,,,,
06/09/2020 06:45:00,06/09/2020 11:45:00,,,,,,,,,
06/09/2020 06:40:00,06/09/2020 11:40:00,,,,,,,,,
06/09/2020 06:35:00,06/09/2020 11:35:00,,,,,,,,,
06/09/2020 06:30:00,06/09/2020 11:30:00,,,,,,,,,
06/09/2020 06:25:00,06/09/2020 11:25:00,,,,,,,,,
06/09/2020 06:20:00,06/09/2020 11:20:00,,,,,,,,,
06/09/2020 06:15:00,06/09/2020 11:15:00,,,,,,,,,
06/09/2020 06:10:00,06/09/2020 11:10:00,,,,,,,,,
06/09/2020 06:05:00,06/09/2020 11:05:00,,,,,,,,,
06/09/2020 06:00:00,06/09/2020 11:00:00,,27481.482,,,13076.510,,,0.000,
06/09/2020 05:55:00,06/09/2020 10:55:00,,,,,,,,,
06/09/2020 05:50:00,06/09/2020 10:50:00,,,,,,,,,
06/09/2020 05:45:00,06/09/2020 10:45:00,,,,,,,,,
06/09/2020 05:40:00,06/09/2020 10:40:00,,,,,,,,,
06/09/2020 05:35:00,06/09/2020 10:35:00,,,,,,,,,
06/09/2020 05:30:00,06/09/2020 10:30:00,,,,,,,,,
06/09/2020 05:25:00,06/09/2020 10:25:00,,,,,,,,,
06/09/2020 05:20:00,06/09/2020 10:20:00,,,,,,,,,
06/09/2020 05:15:00,06/09/2020 10:15:00,,,,,,,,,
06/09/2020 05:10:00,06/09/2020 10:10:00,,,,,,,,,
06/09/2020 05:05:00,06/09/2020 10:05:00,,,,,,,,,
06/09/2020 05:00:00,06/09/2020 10:00:00,,26976.904,,,13269.410,,,0.000,
